radio_play;tonality;ratings;albums_sold;loudness;tempo;song_id;vocals;listen_count;length;instr;frequency;year;class
3.214736768220445;minor;medium;1.8088230286836895;0.49575011087417864;44.21994963426712;YR42138;0.5422550978752528;14.651154239336789;0.7544714473896642;2.004861298361659;8.895517303034902;14.12417673586604;1
2.7149948276301226;major;medium;2.5705535707372644;1.179682790617597;89.72750087885426;YR20543;0.28612687099877776;21.862053003619422;3.257507074144134;2.342440409945219;1.4109230714101446;13.08846305583949;0
3.344488443858889;atonal;medium;2.539965990301822;0.8788408732196212;98.62055539472391;YR38837;0.3188337714851918;15.068251565349371;0.5013570227676941;2.563864837261006;3.0695566677466886;12.353220764970022;2
2.4347893497005426;minor;medium;1.7887470000012884;1.2851680184286816;114.71869053410079;YR85016;0.21961804071080412;11.051278640034376;-0.8325003461081163;2.293771877788919;7.775190202073395;13.190383166611857;2
2.22996591358876;atonal;medium;2.091378964613599;1.3201328439034608;116.37405149011988;YR66655;0.4174552440976866;14.637435121271983;0.7008724194347482;2.070433155555495;3.852216372205668;13.916137370840307;1
2.1651949634649026;major;medium;2.589708278800457;0.93190214061532;109.60411406533125;YR56212;0.6108445527925123;18.9310765498851;1.7726767059679425;2.8389845525700164;4.240699132004471;11.49936737309359;2
2.6199744446621485;atonal;medium;3.0203720960701705;1.1786915315600828;77.34851721230513;YR46041;0.48804590949682347;13.341921266626356;-0.10025535317047195;2.4862616264137256;4.291121288812534;12.590979094419966;2
1.130912292549678;atonal;medium;2.4339244647616263;0.46560525086525156;89.02352298737908;YR26220;0.40902468978200207;22.894735762491607;3.4937757464068615;2.556459631343601;6.313883185064997;12.414672328855483;0
2.053235132075255;major;high;2.420540616275594;0.7621568901965728;101.99410245379143;YR43315;0.5487626828116345;13.471208651880572;0.10428618484634704;2.275838878689659;2.4787960236277176;13.25899943874023;1
0.03891165792604467;major;medium;2.2221233918379757;0.46609989540084273;94.87773070672469;YR03867;0.23344026734008436;23.71311362947899;3.7148142542695513;2.6802370399125994;1.7832531980985555;12.02606002558578;0
3.033054125632929;major;high;2.971774039575007;0.6434068161570574;120.43172668316681;YR00908;0.6440166494295178;21.467887505435293;2.6166376485385743;3.0073861381855105;4.510030396231443;10.977557308416449;2
2.5328752897528948;major;low;3.330677177023665;0.8323516618631155;84.29156381054743;YR51206;0.27836246763022726;15.718615634586993;1.084143247034883;2.1102385385649503;6.589335351447439;13.795132093693633;2
2.3745671257538947;minor;low;2.064834510838752;0.9064797208097692;63.64185204389256;YR45302;0.236255825173124;23.116671261441677;3.566264083987885;2.573017960408846;4.661292783178431;12.363231203560513;0
0.866952778761113;atonal;high;2.8883681522239915;1.0957655047111112;104.67288279161406;YR34008;0.30881236577124893;24.285756277541797;3.8186818927328328;2.835722624682819;4.3511174821213805;11.535687587576;1
1.7312899656907896;major;medium;1.182852236866904;0.7938641468867124;98.12370567086627;YR90612;0.5375753119834346;22.150819100648892;3.3014569808470386;2.432273007395649;3.5461809266779416;12.804943727244229;0
2.5975316549469003;major;medium;2.1934239812580723;0.9695671975235483;83.59748245459771;YR02900;0.3031067293355434;16.38796868736374;0.9239704771891722;2.6737584226966615;8.624108672047457;12.01107536969733;2
1.7163153328982155;atonal;medium;2.607371510544361;1.4605034418223872;107.44073984007181;YR45424;0.4702149989432752;18.217773003826572;1.5585907017907044;2.760151071688498;5.919304753051482;11.745941703491484;2
3.6387878803848706;major;high;3.3928882028076415;1.1671610067528748;96.54240469075106;YR17816;0.47740201895683476;15.032462002553526;0.4896693585236784;2.56119206737736;5.640306509643283;12.361524322720385;2
1.5425934630197955;atonal;medium;2.5341621116660593;1.0153987992890223;87.53349851573344;YR40323;0.3382075321673237;13.686517411428964;0.1628406830215567;2.30786003881083;4.910430461491372;13.15848304754258;1
2.2708707808673982;atonal;high;1.7859225152373643;0.8525968655578613;116.84593826199269;YR10179;0.3981945861649094;16.184285668189755;0.8323121412237056;2.6926358786232556;7.318465198860705;11.95021413450503;2
3.5793514200904624;major;medium;3.037129641732387;0.690823981280089;108.3303682056547;YR37616;0.342872369955324;18.48041994844561;1.6411676947598863;2.7840969512103473;4.574224836452746;11.671267129681178;2
3.568823763510326;atonal;medium;2.30479622742823;1.0346757633257733;98.23712166506452;YR27906;0.1772394886400423;22.637410901596486;3.44101998289619;2.494835353385215;7.47252710100516;12.608876466132465;0
1.1896856199623214;minor;low;2.338155921554006;1.436431199844153;95.99165547184691;YR24534;0.3021899334751618;18.080971399273217;1.500130654739123;2.7686250663227328;6.195720176856926;11.718401325268013;2
1.0600816384774825;minor;medium;2.7354272042161765;0.9289840759946842;87.97412541188791;YR21903;0.21939141702497433;11.645025789938714;-0.8046081626132675;2.563187122598212;6.262793326544805;12.338764906560375;1
1.6004288739033208;atonal;medium;1.6083341416203147;0.8917920005002058;99.09215211369357;YR64622;0.11401907378557098;13.809038140292047;0.4056722237969516;2.0420214702595976;1.8774427282620565;14.00223170764245;1
2.1981680135472206;minor;low;1.6844150496525176;0.879551165791879;108.42767455246577;YR49215;0.7274343323641788;17.767937504214387;1.980699409100905;1.9550810702084613;6.7387113845364315;14.297182452684357;1
1.5673316237802368;atonal;medium;2.186387784513162;1.2015480765448496;103.26367506822854;YR10878;0.473535669876527;22.566439810976018;3.4303782941403878;2.472539885542034;1.3059622520187089;12.679246244954056;0
3.4490584053741298;atonal;low;2.5851413038078195;0.8312402281590113;89.68236614259742;YR69239;0.3438560501975964;15.568393797353348;0.9958521461142026;2.1522138969674827;8.325099066871461;13.661271078514972;1
1.3019621709710723;major;medium;2.2273464622482892;0.8823855337592087;87.73515276380326;YR41860;0.30613600049874434;22.20378720798194;3.322701279404392;2.4308776481278773;2.29008063058065;12.809626294719097;0
3.5327363413907875;major;medium;2.302509808296077;1.2216024334699236;97.41829879443033;YR14789;0.251493548280016;18.377488878849253;1.5872552455174855;2.8039313840909283;8.404945306424777;11.607859398344061;2
2.402202383046416;atonal;medium;2.1482489624646632;1.1089222325652026;84.12118704812026;YR13181;0.5738500570092248;17.236828765153216;1.9467568083917752;1.7262811117208825;4.2439819648238855;15.020285948716053;1
1.1868404562261219;major;medium;2.8370017989860083;0.846306227044944;83.70019092559485;YR36749;0.31656540898327684;17.22566195427288;1.1627499569780224;2.783476901542498;4.929527032355987;11.667147159402043;2
1.9117633374876664;minor;medium;3.9064588500001434;0.6240547282434007;96.62527960855863;YR65348;0.1801931122919578;14.388151974546899;0.5143167815679051;2.194378890510896;3.7184855755496447;13.521812190566083;1
0.04596947210053153;major;medium;1.692301128421273;1.1998763834913528;90.18137980153375;YR27160;0.19475386304437303;20.377226387368033;2.875145645445998;2.092536980265252;6.293598557906196;13.8738736814155;0
2.596973978254957;major;medium;2.46214557498906;0.9632345836079099;91.95759971871843;YR80927;0.18030937324267365;20.830711622326724;2.3972674795576094;2.975109001092225;7.153314351938892;11.07683918710562;2
1.4009437292646918;minor;low;1.5908847955408443;1.4151105705840268;86.19402493331062;YR56163;0.3801865220082251;22.765841097918717;3.466908427322182;2.526190913814002;2.89279621852275;12.510049713121983;0
1.3320525281109472;atonal;medium;2.495444799537273;0.9578330017337863;105.08893769551104;YR37383;0.37723207705948125;24.08446850323841;3.8182830019569645;2.7321078950850546;2.0693862849712064;11.863343740424563;0
1.9593450578532752;minor;high;3.07032280470074;1.020322419756071;98.13504433915075;YR05549;0.2691355491944745;24.897226063442954;3.9760155397746506;2.938808747422706;6.195462517023319;11.21169771247343;0
1.9607057162957457;major;medium;3.499777897699869;1.0343096717451659;106.06537836089171;YR68022;0.38952669801091655;19.2698467376396;1.8756713796291984;2.874637352311915;6.521410298603463;11.387931475954169;2
1.9022229094315992;minor;high;2.636630431280272;1.0730601581677472;103.1497218215656;YR72120;0.4442037185443247;18.807760943071603;1.7151994164115716;2.853104378278995;0.997402889943743;11.453985654444839;2
3.7052164209254483;major;medium;1.917019317110251;0.8538351629413115;133.0288802734702;YR48635;0.42160723884007134;23.133392298248413;3.5366923930044356;2.6217641536555085;2.083569457490518;12.208705085417199;0
1.8847345562180353;major;low;1.1247266012796904;0.8283296497969709;104.34906397762536;YR97161;0.18923290390286338;22.47129489068816;3.3862350131237458;2.4831579736561356;6.5761065643327825;12.645107560472923;0
4.02394452868347;minor;medium;1.7341586802170093;1.1512850042760132;102.87441135966502;YR42840;0.2580033226057362;17.24923199100446;1.2401251951995316;2.690766045584696;9.398602632737285;11.961310474317244;2
1.790122373651076;major;medium;2.3518596159964926;0.8387271011277422;89.32640062795195;YR05968;0.4656407003622578;23.847129579213284;3.7261011120510843;2.7342800836424703;1.3835644199213724;11.855302976379775;0
1.9193576363869445;atonal;medium;2.413910270574838;0.8173158638690813;81.02308781205751;YR77514;0.2672227880155294;13.597960798113862;0.37759601136014254;1.9708666991652897;7.740252741013708;14.226887837291056;1
-0.32274792202455144;major;high;1.4971316340478789;0.8644880589077387;116.34770888542515;YR11489;0.28391266631253215;19.66796164327395;1.987785437314051;2.9286335745511836;5.946911658238926;11.218604018147479;2
